KLHL21,LZIC,NLRP6,HBA1,NFIX,JUND,MIR663AHG,PXK,Target
385.883406694463,118.462687161522,290.878677386708,6337.16731419509,96.1776272004438,315.509533133163,1243.27176624964,222.850599610784,1.0
218.875778439281,160.153008614108,113.441714434993,28.6940807100276,68.7323328635546,80.7438085096126,121.449364865698,208.19891119834,1.0
395.577126444879,116.052595455438,124.787737048858,5580.50760082491,141.010142865209,254.56698357967,457.970994969308,260.806370432113,1.0
434.449689822497,162.064378675358,228.452196445987,4231.24709143978,213.807824878937,290.934848465403,1430.26695638193,219.665573505757,1.0
390.45248526774,126.493697706574,198.130434673052,212.328706864606,92.9341452538093,238.789123221593,373.672709041358,296.227587996517,1.0
293.716956656818,153.434231089383,226.011057858646,559.182531081306,129.079591233925,246.468955337231,314.174854135403,271.797780786907,1.0
271.041917988991,152.099251065667,96.8382774950956,381.563865130132,91.0490326448454,145.78371122903,167.888100657258,253.67418343824,0.0
298.404309287146,213.145935205104,147.562570526611,28335.2927093431,144.283402292686,216.425103439029,780.442039674073,200.029262269405,0.0
343.636921061235,112.57071552006,101.379474795843,48.0565042863413,39.4984966737052,122.445339688486,72.4139105684595,246.865604210657,0.0
271.008945623373,129.612973993787,42.2224081949457,51.0596564217948,108.010811661489,119.793809297288,91.3182316774408,229.768453898077,0.0
379.596746650268,109.079524899502,125.441453634428,47.994990955781,38.1778337148258,97.0807771605571,70.9016911846766,245.42893102388,0.0
205.727019084735,149.003931518162,71.9621260172941,31.3246901487045,76.1951922536055,111.752948638621,75.3485790063432,180.328621666866,0.0
485.14798082158,116.89498702247,197.302521448331,207.437924947389,95.272792891146,170.95047235078,185.140037249461,322.305831270047,0.0
296.944802309544,145.019554616289,149.623350000933,47.188902692602,72.5097773081445,118.547731154586,47.188902692602,252.057797309264,0.0
198.412339102922,135.281140297447,94.6967982082128,38.3296564176099,45.6573848503883,100.897183805179,197.848667685016,190.520939252238,0.0
229.300487659266,118.124493642652,70.8746961855912,30.5733983545688,79.2128957368372,59.7570967839298,23.6248987285304,230.690187584473,0.0
294.05159120791,148.755510846354,166.917520891549,51.0265996507843,112.431490755966,141.836649876756,53.6211725143836,253.403283011522,0.0
364.683980007724,118.762217173568,251.919854610599,1233.20766923665,286.708786913967,334.69352112551,530.231313037546,283.109931848102,0.0
500.095314010623,124.339141599574,187.878086205524,1417.57576413964,160.49061008227,311.669478282634,203.215072834547,329.197463001516,0.0
399.503219581551,106.790283695838,163.642664943981,292.712935885713,96.8027032062989,208.970914858042,766.738871427669,255.835715616647,0.0
263.172620518923,134.960318214832,93.1226195682344,53.984127285933,157.903572311354,167.350794586392,85.0250004753444,201.0908741401,0.0
513.711523159244,108.353466278409,295.069707276025,511.776639832843,296.037148939225,562.083606319248,2354.753008229,240.89297413682,0.0
521.799563619304,98.1531682603394,370.23952439378,43.3028683501497,115.474315600399,230.226916728296,163.829185258066,272.808070605943,0.0
329.373007951024,143.927700953388,73.3477706781691,55.3568080589955,154.999062565188,102.410094909142,26.2944838280229,318.301646339224,0.0
320.968480785284,132.93517460317,164.41982121971,37.606661236423,37.606661236423,152.175791979944,72.5896019214676,244.006011278186,0.0
414.811187806709,95.5506575203754,189.584637937253,21.2334794489723,70.525485312658,153.1843874533,152.426048901551,272.243540077895,0.0
292.660596483327,160.454844403986,162.714771789958,27.1191286316597,53.6732754168264,134.465679465313,192.093827807589,227.12270229015,0.0
154.290396133896,133.154725430623,20.0788871681098,31.7035060549101,32.7602895900738,110.962271192186,155.875571436642,150.591653760823,0.0
294.798429193066,151.465399826782,127.068288445287,102.671177063792,40.6618523024919,153.498492441907,312.079716421625,351.725022416555,0.0
271.470095804706,129.896981325908,89.5170208388278,42.8124882272654,86.111482002568,114.32880378872,65.6782489850095,243.739279566591,0.0
390.995946507725,129.955300139851,117.524793169952,32.7713365570058,48.5919817914225,87.0135487892914,28.2511522043154,245.220001133458,0.0
256.487673167244,144.777014122277,134.05279085396,49.1526899797854,87.581156691254,142.095958305198,84.9001008741748,252.019246805445,0.0
283.398608867771,124.348369197083,166.7617664426,36.6297521665827,91.5743804164567,134.951718508462,81.9349719515665,274.72314124937,0.0
485.18345726723,118.848973682175,152.406330957141,583.059082652551,152.406330957141,336.97179596946,542.510609278632,233.503277704978,0.0
389.381616656054,134.896334025807,123.415794959781,47.8355794417756,69.8399459849924,118.632237015604,72.710080751499,329.108786559416,0.0
302.608106927417,112.80257557339,103.346072231908,27.0185809756622,77.0029557806374,88.4858526952938,29.0449745488369,208.718538036991,0.0
594.93583426446,143.325450981893,302.876424716453,1083.05364374053,246.087095082118,617.921991497406,1135.7865926867,274.481759899285,0.0
355.361925532157,118.453975177386,129.336672543506,601.059746836487,246.534951870955,336.526487783103,744.2090737293,211.37546807272,0.0
263.006634955897,203.618039965856,186.649869968701,29880.9473649894,175.337756637265,339.363399943093,3003.36608949638,254.52254995732,0.0
214.912017138169,143.85239856829,108.322589283351,704.530120698916,144.718979282557,158.584270710826,220.978082138036,207.112790709767,0.0
388.427586243397,81.4444938897445,125.299221368838,79214.1677493792,294.453170216769,338.307897695862,1547.44538390515,325.777975558978,0.0
95.6828794504827,278.14790537931,5.00666229682758,8.34443716137931,10.0133245936552,110.146570530207,38.3844109423448,134.623586203586,0.0
244.442211974899,130.817697540084,27.6585989084749,46.3468414142011,82.9757967254246,138.292994542374,101.664039231151,190.620073558408,0.0
296.91588495986,156.087939523686,85.0199670589907,34.443986654668,36.187985978955,70.1959728025513,17.0039934117981,224.103913170878,0.0
261.959656458244,122.064970810386,115.207388180589,30.6305357464264,39.3168070775025,91.8916072392791,47.5459062332589,203.44161801731,0.0
392.852439058026,112.030163229475,103.067750171117,222.566590949224,92.6116016030328,110.536427719749,25.3935036653477,318.16566357171,0.0
301.649386332019,121.333831373773,112.907870861705,46.3427828163716,76.2549426342114,107.852294554465,65.3011939685236,234.241702235478,0.0
113.843426285415,337.67117966013,6.75342359320261,5.78864879417366,6.75342359320261,124.455949074734,148.575319050457,92.6183807067786,0.0
247.519366383901,126.109550594329,53.2636611205863,29.7649870967983,38.3811675721872,86.9450938880159,32.1148544991771,177.806633446663,0.0
300.219950330219,153.69177500636,126.991085280678,51.4476704470441,76.8458875031798,110.058940576588,64.4723971424983,184.95111907545,0.0
277.577940268617,99.6757149146397,478.191088008208,2740.45130119744,934.932971541114,963.952483478288,4215.39953835204,248.558428331443,0.0
326.487027082983,113.608661451173,123.535631869237,909.972288322504,88.2397370494549,221.702339336756,525.026435444257,322.075040230511,0.0
293.674281252067,467.984177221036,532.403051818264,2561.59760163093,3351.67615183811,2298.23808489521,4194.80553994888,217.887369961211,0.0
260.442517338038,144.099714808348,128.154254563162,37.206073905434,51.3798163455994,96.8539066744631,98.0350518778103,215.558999610848,0.0
378.938916102179,108.420110637931,185.483424571754,247.66554684939,147.217503170131,375.75008931871,1348.34225827662,223.217874842798,0.0
66.3708802108195,230.551478627057,17.9650502826278,12.9747585374534,11.9767001884186,136.733993817778,8.48349596679647,136.733993817778,0.0
300.705834913809,135.286878693329,69.4882604197555,34.4366600310293,110.689264385451,155.579910497329,92.8559940122397,242.286500932599,0.0
329.041655783672,100.364057169537,199.457683235662,47.6411663779449,69.8737106876524,204.53940764931,151.816516857718,219.784580890252,0.0
376.739520595046,131.559832588746,160.795350941801,35.2155107434523,120.928735005817,269.09965756789,197.33974888312,337.537348257996,0.0
296.379807726152,136.211505167446,152.639023378596,43.122235304267,70.5014323228492,156.061423005919,169.75102151521,239.567973912594,0.0
174.242995811223,106.971965782839,13.2336452514853,23.7102810755778,33.0841131287132,76.0934601960404,83.8130865927401,186.92523917723,0.0
353.835040887361,222.471133492054,845.390307269804,2637.87201140578,2760.76082800139,1027.6047594633,7208.06472514254,222.471133492054,0.0
268.763490648764,134.381745324382,56.546774022636,23.2839657740266,55.8815178576638,87.8138137763289,25.9449904339154,205.564154976406,0.0
293.716037141014,113.00776606312,73.9497824007517,46.8695803948426,42.7033954708566,86.9691102882079,51.5565384343269,198.414557004834,0.0
394.837028947349,111.985940958751,185.873572106793,47.3342637042144,51.952240650967,132.766837219138,53.1067348876552,279.387605278534,0.0
282.208590870741,124.940645493857,124.066934686208,34.0747214983248,78.6339726884417,115.329826609715,143.288572454494,180.858137183416,0.0
473.966612139346,101.090780910839,140.864202908547,364.58970164565,143.350041783403,358.789410937651,1080.51129760438,223.725498737104,0.0
322.673268517417,110.440747575033,119.089721782717,35.9265082473,41.2489539135667,96.4693277010834,71.8530164946001,277.43248035415,0.0
254.279317964115,135.205921334393,94.4905018416499,42.2518504169979,87.5765626825048,150.570230576938,76.0533307505963,185.139926372664,0.0
791.937610902719,282.834861036685,848.504583110056,3010.34669486003,2319.24586050082,1797.84594276363,4114.63236969021,282.834861036685,0.0
379.713699866573,121.374760367907,162.575367098298,4447.43846705892,143.645358600551,301.76660605232,3204.73908567741,247.203640382344,0.0
351.998378915751,111.1573828155,206.435139514501,22607.2943811906,285.833270097001,381.111026796001,1196.265167443,201.141930809001,0.0
