KLHL21,LZIC,NLRP6,HBA1,NFIX,JUND,MIR663AHG,PXK,Target
408.378948738988,119.082494113346,162.813353533501,422.507380243961,173.577872775385,294.678714246584,956.023865169855,297.369844057055,1.0
253.319773095895,118.435218590289,81.1500571822349,87.729791548362,100.889260280616,276.34884337734,652.490324640942,233.580569997514,1.0
532.444640305519,122.686792118591,180.421753115575,258.203575569845,139.526155742711,255.797952194971,230.137969529645,304.712294150749,1.0
391.074568302839,132.363700040961,409.12416376297,93.8578963926813,57.7587054724193,175.682729145275,454.849805595302,204.562081881485,1.0
399.819591009251,139.60181250323,136.251369003153,751.616158517392,211.077940504884,243.465561005634,64.7752410014989,385.301002508916,1.0
431.682564116025,135.18087215398,197.169890876524,842.453170108783,203.1447360546,289.033135489449,424.960863290689,297.248547609304,1.0
338.634070799618,110.07226010695,122.37445388361,325.036909256995,71.2232271280268,171.583228990246,380.07303931047,288.130327927017,1.0
369.034674591151,80.7263350668142,196.049670876549,98751.3724538757,749.601682763275,380.567008172124,2387.19305126151,322.905340267257,1.0
256.429302357443,158.317221455465,145.495756337593,127.657196173597,52.9582254868633,173.368506593837,342.834828151799,307.157707823807,1.0
566.353999843062,116.866698380314,171.928892809501,402.291134809159,187.660948360697,311.269956262953,1415.88499960766,206.764158672864,1.0
333.718505935775,109.775824320979,84.3078330785116,432.077644527372,121.192510050361,275.756870694299,971.29649359202,249.410672857264,1.0
306.478608334039,137.276876649622,257.527163947352,55.336415393646,62.7855482350983,218.153176071104,226.66647074705,274.553753299244,1.0
339.862643729518,155.770378376029,169.931321864759,165229.888626501,481.472078616817,892.139439789985,2209.10718424187,368.184530706978,1.0
321.629853552954,118.676256123817,139.315605014916,623.480331085272,100.616825844106,197.793760206362,600.261063582786,276.911264288907,1.0
215.046558846661,119.470310470367,82.301769435142,56.6377768155816,25.6639926195604,153.983955717362,467.261658728548,187.612635701614,1.0
487.446120916392,116.391982193681,222.28243215936,228.845889801861,165.39913259102,328.610445967873,508.011621529561,226.658070587694,1.0
309.147790903442,157.38432991448,230.455625946202,33860.1144073152,50.5878203296541,275.422577350339,1382.73375567721,224.834757020685,1.0
254.313731613963,138.880548470036,122.647757090422,55.9129480853393,97.3967482776879,120.844113603798,23.44736532611,259.724662073834,1.0
393.753420084709,88.2422918833906,120.128162059742,458.266692301978,72.6701227274982,254.345429546244,1357.00331215634,267.693003108437,1.0
394.359113435967,117.356197295958,282.289231333521,901.845372013083,51.8058888964139,182.906505695502,463.081210951618,227.311553321,1.0
235.263211604588,112.150563238029,67.4589854063334,29.5133061152709,64.9292734535959,94.4425795688667,86.0102063930751,193.101345725629,1.0
474.051769164712,138.038063051794,139.248923254002,606.640961306567,97.4742462778017,278.497846508005,309.980211765431,347.516878033902,1.0
330.358414304837,117.077569904736,232.339983686919,1132.65742047373,311.29927501802,408.410127574662,1056.42086332646,190.591392868175,1.0
407.363349169635,118.476193184794,180.148732102906,624.840196933504,135.517289464799,278.337905906743,835.013717720228,294.567521411509,1.0
308.909622445772,118.48588258194,242.613950048734,7327.7876192045,167.855000324415,348.404916639752,1056.49911968896,289.161975348782,1.0
1136.36104966622,126.875262826811,665.6354368595,467.048068956666,182.038420577598,422.917542756036,412.804297168391,707.927191135103,1.0
222.879229588403,129.035343445918,41.0567001873375,1274.71278676876,82.1134003746749,211.148743820593,737.065522410773,224.834310549705,1.0
544.313046036242,98.0505487017574,169.070946139787,240.091343577817,95.4005338719801,200.871124097114,524.702936295891,307.401720254158,1.0
245.687343880215,121.478742251884,117.383953187214,51.8673281524898,76.4360625405113,221.118609492193,637.422164400335,267.526218891789,1.0
308.182503655641,128.409376523184,101.171023927357,842.832453179442,203.120286500309,317.521367402781,388.341084151931,277.052957831839,1.0
397.477615596193,110.070724318946,169.692366658375,412.765216196047,142.174685578638,221.670208697877,430.345956885878,259.889210197511,1.0
589.739230342266,109.25447892795,371.230272486366,491.057765504117,148.022197257222,231.431530632323,240.829765378814,619.108713925048,1.0
231.266647469224,96.3611031121769,211.994426846789,119613.037293145,587.802728984279,337.263860892619,1985.03872411084,279.447199025313,1.0
336.512730292108,142.974320642243,115.076892224244,169.128159784117,85.4358745301207,129.025606433244,183.076873993116,357.435801605607,1.0
420.272514269157,129.072457565808,135.368675008043,319.533035193404,161.340571957261,189.673550447316,290.413029523069,236.895181264075,1.0
218.017201227111,140.529159827114,47.2808388203373,550.29642960337,63.0411184271164,197.003495084739,717.092722108449,333.592585010157,1.0
310.665525711205,113.194619740519,202.428334572461,530.444860389877,93.3649053334206,171.031286761222,78.492619528097,257.786287292276,1.0
522.832397244928,157.151934432001,181.329155113848,586.297601534774,256.882969744618,761.58245147816,803.892587671392,265.94942750031,1.0
245.406556454989,104.01337492132,86.136076106718,2574.33102930267,118.64025576963,186.899033061747,469.685396129085,286.03678103363,1.0
250.328812058759,115.436602451967,115.436602451967,230.873204903933,77.8224286193034,190.664950117293,543.459959858135,175.100464393433,1.0
164.492714399371,157.950390531214,114.95797654047,120.565682713175,117.761829626823,351.416253489566,1038.36025964603,284.123779417096,1.0
389.109196221737,106.691231222089,182.002688555329,7389.93675082413,84.7253894998944,241.624258944143,668.389183832501,197.692575499754,1.0
307.844108558867,127.23504311715,286.81797855222,55.5305484790951,69.5479684835269,236.678745459444,222.122193916381,267.409243161468,1.0
215.960565833089,166.624746914323,114.496334471853,774.479270573836,430.059402650375,506.390292298277,2729.29473716645,277.397623354571,1.0
