KLHL21,LZIC,MIR8086,GHITM,FBXW4,NLRP6,MIR4537,HBA1,KAT8,NFIX,JUND,ZNF582,MIR663AHG,WNT7B,PXK,LOC101243545,EDNRA,MAP1B,MIR4660,KANTR,Results
343.6369211,112.5707155,1,974.9545596,167.8686109,101.3794748,6.583082779,48.05650429,277.147785,39.49849667,122.4453397,25.01571456,72.41391057,1.974924834,246.8656042,50.6897374,1.974924834,73.73052712,1,65.17251951,0
271.0089456,129.612974,1,1168.480599,160.0523846,42.22240819,6.873415288,51.05965642,262.1716974,108.0108117,119.7938093,24.54791174,91.31823168,1.963832939,229.7684539,105.0650623,1.963832939,127.6491411,1,81.49906698,0
379.5967467,109.0795249,1.090795249,1479.118358,143.9849729,125.4414536,1.090795249,47.99499096,293.423922,38.17783371,97.08077716,32.72385747,70.90169118,1.090795249,245.428931,68.72010069,1,6.544771494,1,53.4489672,0
205.7270191,149.0039315,1,1363.893941,110.9063354,71.96212602,6.772905978,31.32469015,284.4620511,76.19519225,111.7529486,32.1713034,75.34857901,1,180.3286217,99.05374993,1,82.96809823,1.693226495,81.27487174,0
485.1479808,116.894987,1,1086.515255,167.5720045,197.3025214,5.405548533,207.4379249,291.2239272,95.27279289,170.9504724,27.02774266,185.1400372,1.351387133,322.3058313,27.02774266,1.351387133,213.519167,1.351387133,65.54227596,0
296.9448023,145.0195546,1,1440.987955,100.1325496,149.62335,5.754744231,47.18890269,267.0201323,72.50977731,118.5477312,29.92467,47.18890269,4.603795385,252.0577973,115.0948846,12.66043731,19.56613038,1,59.84934,0
198.4123391,135.2811403,1.127342836,1178.073263,165.1557254,94.69679821,11.27342836,38.32965642,223.7775529,45.65738485,100.8971838,41.14801351,197.8486677,1,190.5209393,113.8616264,2.81835709,11.83709978,1,79.47766992,0
229.3004877,118.1244936,2.77939985,1267.406332,93.10989499,70.87469619,2.77939985,30.57339835,312.6824832,79.21289574,59.75709678,31.96309828,23.62489873,5.558799701,230.6901876,119.5141936,29.18369843,58.36739686,1,80.60259566,0
294.0515912,148.7555108,1,1497.9334,102.0531993,166.9175209,5.189145727,51.02659965,269.8355778,112.4314908,141.8366499,23.35115577,53.62117251,2.594572864,253.403283,69.1886097,3.459430485,116.7557789,1,70.05346732,0
364.68398,118.7622172,3.598855066,1212.814157,125.9599273,251.9198546,10.7965652,1233.207669,239.9236711,286.7087869,334.6935211,31.19007724,530.231313,23.99236711,283.1099318,29.99045888,22.79274875,407.8702408,1,70.77748296,0
500.095314,124.3391416,1.095499045,1178.756972,141.3193768,187.8780862,2.738747612,1417.575764,331.9362106,160.4906101,311.6694783,24.10097899,203.2150728,1,329.197463,36.69921801,1.643248567,285.9252507,1,55.32270177,0
399.5032196,106.7902837,1,1021.806312,167.4840421,163.6426649,15.36550845,292.7129359,273.5060503,96.80270321,208.9709149,35.34066942,766.7388714,1.536550845,255.8357156,31.49929231,1,198.9833344,2.304826267,71.44961427,0
263.1726205,134.9603182,1,1965.022233,176.7980169,93.12261957,5.398412729,53.98412729,268.5710332,157.9035723,167.3507946,29.69127001,85.02500048,8.097619093,201.0908741,98.5210323,16.19523819,24.29285728,1,47.23611138,0
513.7115232,108.3534663,1.934883326,947.1253883,204.1301909,295.0697073,35.79534154,511.7766398,233.1534408,296.0371489,562.0836063,14.51162495,2354.753008,1,240.8929741,22.25115825,3.869766653,628.8370811,1,79.33021638,0
521.7995636,98.15316826,1,1341.667204,176.8200458,370.2395244,7.217144725,43.30286835,328.380085,115.4743156,230.2269167,23.09486312,163.8291853,1,272.8080706,237.4440615,1,2.165143418,1,68.56287489,0
329.373008,143.927701,1.383920201,1460.035813,105.1779353,73.34777068,4.151760604,55.35680806,370.890614,154.9990626,102.4100949,27.67840403,26.29448383,4.151760604,318.3016463,287.8554019,26.29448383,65.04424947,1,55.35680806,0
320.9684808,132.9351746,1,1265.507879,167.9181153,164.4198212,4.372867586,37.60666124,277.2398049,37.60666124,152.175792,31.48464662,72.58960192,1,244.0060113,289.4838342,1,6.996588137,1,81.33533709,0
414.8111878,95.55065752,1.516677103,1237.608516,137.2592779,189.5846379,5.308369862,21.23347945,285.893634,70.52548531,153.1843875,14.40843248,152.4260489,1,272.2435401,244.9433522,1,23.5084951,1,76.59219373,0
292.6605965,160.4548444,1.129963693,1557.654951,176.2743361,162.7147718,4.519854772,27.11912863,231.6425571,53.67327542,134.4656795,41.24367479,192.0938278,1,227.1227023,385.8826012,1.129963693,5.649818465,1,58.19313019,0
154.2903961,133.1547254,1,1429.828123,214.5270576,20.07888717,3.698742373,31.70350605,253.0996567,32.76028959,110.9622712,66.04897095,155.8755714,1.585175303,150.5916538,170.1421492,1.056783535,48.61204262,1,63.93540388,0
294.7984292,151.4653998,1,1363.188598,72.17478784,127.0682884,5.082731538,102.6711771,232.7891044,40.6618523,153.4984924,31.51293553,312.0797164,1.016546308,351.7250224,37.61221338,2.033092615,16.26474092,1,51.84386169,0
271.4700958,129.8969813,1,1224.047959,148.3841922,89.51702084,1,42.81248823,267.5780514,86.111482,114.3288038,23.83877185,65.67824899,1.459516644,243.7392796,127.4644536,1,69.08378782,1,98.76062625,0
390.9959465,129.9553001,1,1417.077795,155.9463602,117.5247932,1,32.77133656,294.942029,48.59198179,87.01354879,24.86101394,28.2511522,1,245.2200011,186.4576045,1.130046088,14.69059915,1,81.36331835,0
256.4876732,144.7770141,1,1456.706994,124.2222529,134.0527909,7.149482179,49.15268998,294.0224546,87.58115669,142.0959583,21.44844654,84.90010087,1,252.0192468,165.3317754,1.787370545,6.255796907,1,54.51480161,0
283.3986089,124.3483692,1,1372.651765,125.31231,166.7617664,4.819704232,36.62975217,317.1365385,91.57438042,134.9517185,26.9903437,81.93497195,1,274.7231412,132.059896,1,13.49517185,1.927881693,65.54797756,0
485.1834573,118.8489737,1,1326.913836,104.8667415,152.406331,15.38045542,583.0590827,296.4233226,152.406331,336.971796,33.55735727,542.5106093,23.76979474,233.5032777,26.56624118,11.18578576,241.892617,1.39822322,82.49516997,0
389.3816167,134.896334,1,1369.054284,125.3292181,123.415795,3.826846355,47.83557944,253.528571,69.83994598,118.632237,30.61477084,72.71008075,1,329.1087866,177.9483555,2.870134767,8.6104043,1,65.05638804,0
302.6081069,112.8025756,1,1110.463678,157.3832342,103.3460722,2.701858098,27.01858098,235.737119,77.00295578,88.4858527,25.66765193,29.04497455,1,208.718538,156.0323051,2.026393573,10.13196787,1.350929049,68.89738149,0
594.9358343,143.325451,1.352126896,1677.989478,136.5648165,302.8764247,12.16914206,1083.053644,333.9753433,246.0870951,617.9219915,24.33828413,1135.786593,2.704253792,274.4817599,36.50742619,2.704253792,493.5263171,1.352126896,58.14145653,0
355.3619255,118.4539752,1,1191.655362,161.1476341,129.3366725,10.0455668,601.0597468,272.4859994,246.5349519,336.5264878,25.53248228,744.2090737,1,211.3754681,38.08944078,1,407.2640207,1,70.73753288,0
263.006635,203.61804,1,1343.313458,144.229445,186.64987,8.484084999,29880.94736,274.3187483,175.3377566,339.3633999,39.59239666,3003.366089,1,254.52255,56.56056666,1,138743.07,1,65.04465166,0
214.9120171,143.8523986,1,1381.329659,91.85755571,108.3225893,11.26554929,704.5301207,198.4469836,144.7189793,158.5842707,45.92877786,220.9780821,20.79793714,207.1127907,49.39510071,10.39896857,240.9094386,1,71.05961857,0
388.4275862,81.44449389,1,952.2740824,125.2992214,125.2992214,12.52992214,79214.16775,231.8035595,294.4531702,338.3078977,31.32480534,1547.445384,1,325.7779756,43.85472748,12.52992214,293187.6481,1,56.38464962,0
95.68287945,278.1479054,1,2041.605625,263.6842143,5.006662297,2.781479054,8.344437161,270.359764,10.01332459,110.1465705,36.71552351,38.38441094,1,134.6235862,346.0159943,1,12.23850784,1,10.01332459,0
244.442212,130.8176975,1,1334.340515,127.080049,27.65859891,2.242589101,46.34684141,282.5662267,82.97579673,138.2929945,38.12401471,101.6640392,1,190.6200736,205.5706676,1,5.232707902,1,65.78261362,0
296.915885,156.0879395,1.307999493,1236.495521,160.011938,85.01996706,3.487998649,34.44398665,270.3198953,36.18798598,70.1959728,29.21198868,17.00399341,2.179999155,224.1039132,72.37597196,2.615998986,39.2399848,1.307999493,55.37197855,0
261.9596565,122.0649708,1,1325.799308,142.6377187,115.2073882,2.743033052,30.63053575,232.2434651,39.31680708,91.89160724,37.0309462,47.54590623,1,203.441618,103.7780838,1,38.40246273,1,59.88955497,0
392.8524391,112.0301632,2.987471019,1109.845484,95.59907262,103.0677502,7.468677549,222.5665909,256.9225077,92.6116016,110.5364277,38.83712325,25.39350367,13.44361959,318.1656636,28.38097468,23.89976816,61.2431559,1,80.66171753,0
301.6493863,121.3338314,1,1355.315748,141.9774346,112.9078709,2.106490128,46.34278282,267.1029482,76.25494263,107.8522946,31.59735192,65.30119397,1,234.2417022,159.2506537,1,63.61600187,1,76.67624066,0
113.8434263,337.6711797,1,2311.600418,329.9529813,6.753423593,1,5.788648794,298.1154129,6.753423593,124.4559491,49.20351475,148.5753191,1,92.61838071,359.861,1,78.14675872,1,13.50684719,0
247.5193664,126.1095506,3.133156537,1359.789937,129.2427071,53.26366112,3.916445671,29.7649871,267.1015947,38.38116757,86.94509389,34.4647219,32.1148545,1.566578268,177.8066334,186.4228139,4.699734805,17.23236095,1,46.99734805,0
300.2199503,153.691775,1.30247267,1835.835228,123.0836673,126.9910853,5.209890678,51.44767045,285.892751,76.8458875,110.0589406,35.81799841,64.47239714,1,184.9511191,73.58970583,1,58.61127013,1,51.44767045,0
277.5779403,99.67571491,1,551.3707268,282.6248119,478.191088,39.11325522,2740.451301,259.9138895,934.9329715,963.9524835,18.92576865,4215.399538,1,248.5584283,56.77730596,1,4899.250646,1,85.7968179,0
326.4870271,113.6086615,1.102996713,849.3074691,123.5356319,123.5356319,2.205993426,909.9722883,197.4364116,88.23973705,221.7023393,33.08990139,525.0264354,1,322.0750402,52.94384223,1,226.1143262,1,97.06371075,0
293.6742813,467.9841772,1,1890.883437,600.611272,532.4030518,34.10411008,2561.597602,197.0459694,3351.676152,2298.238085,26.52541895,4194.80554,1,217.88737,30.31476452,1,13751.53505,1,68.20822016,0
260.4425173,144.0997148,1.181145203,2011.490281,181.8963613,128.1542546,5.905726017,37.20607391,265.7576708,51.37981635,96.85390667,36.6155013,98.03505188,1,215.5589996,166.5414737,1.181145203,7.677443822,1,44.29294513,0
378.9389161,108.4201106,1.062942261,1467.391792,158.909868,185.4834246,22.85325861,247.6655468,298.1553043,147.2175032,375.7500893,38.79739253,1348.342258,2.125884522,223.2178748,37.20297914,1.594413392,372.0297914,1,60.05623776,0
66.37088021,230.5514786,1,2029.551653,210.0912825,17.96505028,1.996116698,12.97475854,309.8971174,11.97670019,136.7339938,44.41359653,8.483495967,1,136.7339938,313.8893508,1,5.988350094,1,10.97864184,0
300.7058349,135.2868787,1,1318.432127,155.5799105,69.48826042,6.149403577,34.43666003,277.9530417,110.6892644,155.5799105,30.13207753,92.85599401,1,242.2865009,135.9018191,1,69.48826042,1,71.94802185,0
329.0416558,100.3640572,1,1419.706758,175.3194923,199.4576832,5.081724414,47.64116638,265.5201006,69.87371069,204.5394076,32.39599314,151.8165169,1,219.7845809,130.8544037,1,5.716939965,1,45.10030417,0
376.7395206,131.5598326,1.993330797,1457.124812,138.2042686,160.7953509,3.986661594,35.21551074,259.1330036,120.928735,269.0996576,27.24218756,197.3397489,1,337.5373483,100.995427,1,126.2442838,1,64.4510291,0
296.3798077,136.2115052,1,1387.440809,199.1836583,152.6390234,4.106879553,43.1222353,264.2092512,70.50143232,156.061423,31.48607657,169.7510215,1,239.5679739,145.7942241,1,5.475839404,1.368959851,65.71007284,0
174.2429958,106.9719658,1,1157.392558,193.5420618,13.23364525,4.411215084,23.71028108,259.1588862,33.08411313,76.0934602,41.9065433,83.81308659,1,186.9252392,179.7570147,1,7.719626397,1,75.54205831,0
353.8350409,222.4711335,10.5938635,1557.297934,332.6473139,845.3903073,31.7815905,2637.872011,207.6397246,2760.760828,1027.604759,14.8314089,7208.064725,1,222.4711335,16.9501816,2.1187727,7790.727218,1,84.750908,0
268.7634906,134.3817453,1,1186.151742,177.623396,56.54677402,5.32204932,23.28396577,254.127855,55.88151786,87.81381378,30.60178359,25.94499043,1,205.564155,184.2759577,1,7.317817815,1,93.1358631,0
293.7160371,113.0077661,1,1120.182971,129.1517326,73.9497824,1.562319346,46.86958039,284.8628942,42.70339547,86.96911029,30.2048407,51.55653843,1,198.414557,126.5478671,1,45.82803416,1,67.1797319,0
394.8370289,111.985941,1.154494237,1174.120639,142.0027911,185.8735721,5.772471183,47.3342637,294.3960304,51.95224065,132.7668372,28.86235592,53.10673489,1,279.3876053,96.97751588,1,51.95224065,1,51.95224065,0
282.2085909,124.9406455,1,1247.659033,182.6055588,124.0669347,3.494843231,34.0747215,283.9560125,78.63397269,115.3298266,30.57987827,143.2885725,1,180.8581372,145.0359941,1,16.60050535,1,64.65459977,0
473.9666121,101.0907809,1,1246.233889,158.265075,140.8642029,32.31590537,364.5897016,275.0995022,143.3500418,358.7894109,26.51561467,1080.511298,1,223.7254987,33.97313129,1,245.2694357,1,70.43210145,0
322.6732685,110.4407476,1,1331.276722,154.3509243,119.0897218,1,35.92650825,232.1916922,41.24895391,96.4693277,23.9510055,71.85301649,1,277.4324804,121.7509446,1,14.63672558,1.330611417,81.16729641,0
254.279318,135.2059213,1,1111.607774,184.3717109,94.49050184,11.52323193,42.25185042,255.8157489,87.57656268,150.5702306,33.80148033,76.05333075,1,185.1399264,178.2259872,2.304646386,9.986801008,1.536430924,71.44403798,0
791.9376109,282.834861,1,1222.338486,366.4556026,848.5045831,36.89150361,3010.346695,272.9971267,2319.245861,1797.845943,14.75660145,4114.63237,1,282.834861,31.97263647,2.459433574,8726.070321,1,68.86414008,0
379.7136999,121.3747604,1,1008.8581,133.6235894,162.5753671,14.47588885,4447.438467,238.2954011,143.6453586,301.7666061,24.49765806,3204.739086,1,247.2036404,18.9300085,3.340589735,4734.729184,1,93.53651258,0
351.9983789,111.1573828,1,1701.766599,179.969096,206.4351395,5.293208706,22607.29438,285.8332701,285.8332701,381.1110268,23.81943917,1196.265167,1,201.1419308,15.87962612,2.646604353,107237.7618,1,55.57869141,0
