HES5,KLHL21,LZIC,CASZ1,EIF2B3,NHLH2,FCRLA,ARID4B,GHITM,FBXW4,MIR3663HG,NLRP6,PHF21A,SF1,TMEM134,TRIM29,PABPN1,SPTB,MIR4537,HBA1,SNX29P1,KIAA0556,KAT8,CLEC18C,CTDNEP1,NFIX,JUND,MAU2,ERCC2,TMEM160,MED25,ZNF582,MIR663AHG,MIR663A,HSPA13,DGCR10,SELO,VHL,PXK,ZBTB20-AS1,LOC101243545,MAP1B,RBM22,LOC202181,NT5C3A,RALA,TAS2R5,SCRIB,KANTR,MIR6087,Results
1,474.0517692,138.0380631,27.84978465,56.3049994,1,148.3303748,1726.081218,1424.577028,126.5348911,1,139.2489233,432.8825223,334.1974158,32.08779536,3.027150506,14.53032243,907.5397216,6.054301011,606.6409613,9.081451517,145.9086544,285.7630077,1,79.31134324,97.47424628,278.4978465,231.8797287,17.55747293,15.13575253,139.2489233,29.06064485,309.9802118,71.44075193,360.8363403,1.210860202,101.1068269,721.6726805,347.516878,29.66607495,24.21720404,214.9276859,219.7711267,55.6995693,521.2753171,145.9086544,9.686881618,54.4887091,78.10048304,302.1096205,1
1,330.3584143,117.0775699,68.97593266,66.25319847,4.537890306,45.37890306,1364.089826,1032.823834,117.0775699,1,232.3399837,332.1735704,412.9480179,49.00921531,7.26062449,12.70609286,1625.472308,3.630312245,1132.65742,2.722734184,173.3474097,235.0627179,3.630312245,101.6487429,311.299275,408.4101276,232.3399837,40.84101276,30.85765408,259.5673255,28.1349199,1056.420863,286.7946674,337.6190388,1,96.2032745,694.2972169,190.5913929,18.15156123,31.76523214,861.2915802,189.6838148,52.63952755,420.2086424,170.6246755,10.89093674,99.83358674,84.4047597,1351.383733,1
1.62296155,407.3633492,118.4761932,42.19700031,57.61513504,1,99.00065458,1417.656914,1010.293565,86.82844295,1,180.1487321,438.1996186,457.6751572,52.74625039,1,17.04109628,865.8499872,8.926288528,624.8401969,12.17221163,180.9602129,257.2394058,1.62296155,108.7384239,135.5172895,278.3379059,260.4853289,18.66405783,22.72146171,138.7632126,19.47553861,835.0137177,210.1735208,266.1656943,1.62296155,116.8532316,755.4886017,294.5675214,46.25440419,22.72146171,287.2641944,220.7227709,93.32028915,364.3548681,137.9517318,12.9836924,47.87736574,73.84475055,554.2413695,1
2.821092442,308.9096224,118.4858826,39.49529419,87.45386572,2.821092442,146.696807,1290.649792,1156.647901,128.3597061,1,242.61395,334.2994544,471.1224379,31.03201687,14.10546221,22.56873954,1368.229835,15.51600843,7327.787619,23.97928576,181.9604625,270.8248745,1.410546221,84.63277327,167.8550003,348.4049166,269.4143283,23.97928576,23.97928576,181.9604625,21.15819332,1056.49912,417.5216815,283.5197905,2.821092442,88.86441194,653.0829004,289.1619753,47.95857152,21.15819332,4179.448453,203.1186559,93.0960506,310.3201687,150.9284457,16.92655465,77.58004217,64.88512618,203602.4732,1
1,1136.36105,126.8752628,53.32438583,34.93666658,2.758157888,75.38964893,1830.497451,1500.437891,92.85798221,1,665.6354369,728.1536823,542.4377179,21.14587714,5.516315775,21.14587714,1414.934996,8.274473663,467.048069,1.838771925,295.122894,505.6622794,1,125.0364909,182.0384206,422.9175428,473.4837707,9.193859625,16.54894733,249.1535958,19.30710521,412.8042972,137.9078944,201.3455258,1,148.02114,679.4262263,707.9271911,34.93666658,20.22649118,466.128683,267.5413151,57.92131564,604.9559633,88.2610524,5.516315775,57.92131564,78.14780681,710.685349,1
1,222.8792296,129.0353434,17.59572865,115.3497767,1,199.4182581,1087.025014,1120.261391,152.496315,1,41.05670019,252.205444,361.6899778,21.50589057,1,5.865242884,461.3991069,5.865242884,1274.712787,27.37113346,89.93372422,256.1156059,1,68.42783365,82.11340037,211.1487438,185.7326913,37.14653826,27.37113346,82.11340037,33.23637634,737.0655224,353.869654,273.7113346,1,82.11340037,776.1671416,224.8343105,35.1914573,17.59572865,9014.878313,164.2268007,76.24815749,342.1391682,138.8107483,21.50589057,39.10161923,105.5743719,24778.6961,1
1,544.313046,98.0505487,50.35028177,67.31037668,1,45.58025507,1595.308928,1049.405873,166.9509343,1,169.0709461,414.4623194,453.1525359,37.10020762,1,18.02010084,1115.656243,4.240023728,240.0913436,2.65001483,241.6813525,278.2515571,1,79.50044489,95.40053387,200.8711241,251.2214059,16.96009491,15.90008898,175.9609847,22.26012457,524.7029363,156.350875,280.901572,1,160.0608957,749.4241939,307.4017203,29.68016609,19.61010974,191.3310707,223.6612516,50.88028473,346.0919368,136.7407652,8.480047455,107.0605991,49.8202788,3796.411245,1
1,245.6873439,121.4787423,21.83887501,79.16592192,1,72.34127348,1303.507852,1053.725719,133.7631094,1,117.3839532,432.6827112,338.5025627,27.29859376,2.729859376,6.824648441,999.1285318,2.729859376,51.86732815,6.824648441,147.4124063,255.2418517,1,83.26071098,76.43606254,221.1186095,292.0949533,21.83887501,27.29859376,60.05690628,16.37915626,637.4221644,225.2133986,333.0428439,2.729859376,84.62564067,709.7634379,267.5262189,42.31282033,12.28436719,196.5498751,178.8057892,57.32704691,484.5500393,95.54507818,21.83887501,43.67775002,72.34127348,339.8674924,1
2.334715937,308.1825037,128.4093765,49.80727332,70.0414781,2.334715937,206.2332411,1428.846153,1290.319674,148.6435813,1,101.1710239,285.6135829,370.4415953,50.58551196,7.00414781,11.67357968,1848.316783,21.01244343,842.8324532,14.00829562,125.2964219,231.1368777,2.334715937,74.71090998,203.1202865,317.5213674,242.8104574,32.68602311,28.01659124,166.5430702,32.68602311,388.3410842,141.6394335,368.885118,1.556477291,122.961706,728.4313723,277.0529578,31.12954582,36.57721634,333.864379,167.3213088,70.0414781,488.7338694,157.9824451,9.338863747,94.94511476,77.82386456,431.9224483,1
1,397.4776156,110.0707243,34.39710135,61.91478243,1,145.2322057,1793.23555,1261.99143,131.4733652,1,169.6923667,368.4311745,395.1844755,42.04090165,1,12.23008048,1657.175905,19.10950075,412.7652162,12.23008048,179.629307,237.7221893,1,62.67916246,142.1746856,221.6702087,209.4401282,36.69024144,15.2876006,181.9224471,29.81082117,430.3459569,131.4733652,331.740933,1,108.5419643,816.357872,259.8892102,18.34512072,25.22454099,326.3902728,203.325088,55.03536216,619.1478243,150.5828659,5.35066021,92.48998363,53.5066021,354.6723339,1
3.52433803,589.7392303,109.2544789,131.5752865,61.08852585,17.62169015,79.88499535,2131.049729,1276.985146,77.53543666,10.57301409,371.2302725,845.8411272,360.6572584,42.29205636,31.71904227,17.62169015,728.3631929,9.398234746,491.0577655,22.32080752,237.3054273,331.2877748,10.57301409,103.3805822,148.0221973,231.4315306,288.9957185,63.43808454,17.62169015,150.3717559,25.84514555,240.8297654,227.9071926,220.8585165,5.873896717,108.0796996,690.7702539,619.1087139,22.32080752,15.27213146,269.0244696,266.6749109,68.13720191,521.6020284,118.6527137,7.04867606,144.4978592,35.2433803,661.4007703,1
1,231.2666475,96.36110311,48.18055156,38.54444124,1,38.54444124,1156.333237,1281.602671,134.9055444,1,211.9944268,587.802729,616.7110599,9.636110311,1,19.27222062,925.0665899,9.636110311,119613.0373,1,192.7222062,250.5388681,1,289.0833093,587.802729,337.2638609,279.447199,38.54444124,28.90833093,173.4499856,28.90833093,1985.038724,1214.149899,279.447199,9.636110311,115.6333237,741.980494,279.447199,19.27222062,38.54444124,477902.8909,250.5388681,115.6333237,539.6221774,163.8138753,9.636110311,38.54444124,77.08888249,1746901.53,1
1.743589276,336.5127303,142.9743206,36.6153748,67.99998177,1,169.1281598,1168.204815,883.999763,139.4871421,5.230767828,115.0768922,329.5383732,469.0255153,36.6153748,3.487178552,6.974357104,458.5639796,26.15383914,169.1281598,22.66666059,167.3845705,298.1537662,3.487178552,101.128178,85.43587453,129.0256064,284.205052,33.12819625,13.94871421,85.43587453,27.89742842,183.076874,101.128178,303.384534,1,134.2563743,587.5895861,357.4358016,48.82049973,38.35896407,216.2050702,217.9486595,125.5384279,364.4101587,190.0512311,8.717946381,69.74357104,95.89741019,224.9230166,1
1.574054361,420.2725143,129.0724576,34.62919593,56.66595698,1.574054361,77.91569085,1855.810091,1527.619757,140.8778653,1,135.368675,373.0508835,355.7362855,31.48108721,1,11.8054077,1672.432758,7.870271803,319.5330352,6.296217442,170.7848981,312.4497906,1,63.7492016,161.340572,189.6735504,230.5989638,28.33297849,13.37946206,177.8681427,20.46270669,290.4130295,97.59137035,324.2551983,1.574054361,110.9708324,824.0174578,236.8951813,29.90703285,22.82378823,399.8098076,226.6638279,38.56433183,588.6963308,136.1557022,12.59243488,75.55460931,43.28649492,327.403307,1
1,218.0172012,140.5291598,31.52055921,82.08478962,1.313356634,130.0223068,1323.206809,953.4969162,134.619055,1,47.28083882,335.56262,467.5549617,32.83391585,1,9.193496437,575.2502056,9.193496437,550.2964296,10.50685307,79.45807635,165.4829359,1,105.0685307,63.04111843,197.0034951,187.1533203,12.47688802,15.76027961,66.98118833,22.32706278,717.0927221,210.1370614,346.7261513,1.970034951,84.71150289,830.6980709,333.592585,57.78769189,35.46062912,263.9846834,240.344264,98.50174754,435.3777241,189.1233553,25.61045436,40.05737733,89.30825111,451.1380037,1
1,310.6655257,113.1946197,39.65942881,54.53171462,1,103.2797625,1918.524869,1443.437961,179.2936678,1,202.4283346,433.7750027,341.2363354,16.52476201,1,13.2198096,1091.46053,3.304952401,530.4448604,9.088619103,160.2901915,248.6976682,1,67.75152422,93.36490533,171.0312868,205.733287,22.30842871,3.304952401,121.4570007,27.26585731,78.49261953,33.04952401,353.6299069,1,104.9322387,806.4083859,257.7862873,24.78714301,61.96785752,1377.338913,196.6446679,38.83319071,722.1320997,95.84361963,5.783666702,61.14161942,43.79061932,4464.164456,1
1,522.8323972,157.1519344,12.08861034,78.57596722,1,135.9968663,1118.196457,4642.026371,253.8608172,1,181.3291551,374.7469206,262.9272749,45.33228878,6.04430517,6.04430517,3946.931276,6.04430517,586.2976015,18.13291551,132.9747138,281.0601904,1,90.66457756,256.8829697,761.5824515,241.7722068,27.19937327,33.24367844,184.3513077,42.31013619,803.8925877,420.0792093,253.8608172,1,129.9525612,701.1393998,265.9494275,18.13291551,33.24367844,2559.76324,208.5285284,81.5981198,480.5222611,114.8417982,6.04430517,57.42089912,87.64242497,8244.432253,1
1,245.4065565,104.0133749,65.00835933,78.01003119,1.625208983,87.76128509,1066.137093,960.498509,134.8923456,4.875626949,86.13607611,398.1762009,520.0668746,39.0050156,8.126044916,13.00167187,744.3457143,4.875626949,2574.331029,6.500835933,165.7713163,211.2771678,4.875626949,131.6419276,118.6402558,186.8990331,243.7813475,48.75626949,17.87729881,118.6402558,16.25208983,469.6853961,162.5208983,211.2771678,1,82.88565814,602.9525327,286.036781,78.01003119,21.12771678,1968.128079,224.2788397,78.01003119,245.4065565,131.6419276,29.2537617,92.63691204,89.38649407,102766.8396,1
1,250.3288121,115.4366025,31.12897145,44.09937622,1,124.5158858,1507.161034,1125.831134,153.0507763,1,115.4366025,271.0814597,311.2897145,23.34672859,1.297040477,23.34672859,664.0847242,5.188161908,230.8732049,12.97040477,101.1691572,293.1311478,1.297040477,63.55498337,77.82242862,190.6649501,185.4767882,27.23785002,16.8615262,123.2188453,18.15856668,543.4599599,201.0412739,263.2992168,2.594080954,116.7336429,778.2242862,175.1004644,29.83193097,24.64376906,946.8395482,166.0211811,46.69345717,407.2707098,115.4366025,12.97040477,99.87211673,57.06978099,2220.533297,1
1,164.4927144,157.9503905,59.81553251,66.35785638,2.803853086,81.3117395,1040.229495,878.5406337,178.5119798,1,114.9579765,417.7741099,653.2977691,36.45009012,7.476941564,27.10391317,1615.019378,6.542323868,120.5656827,9.346176955,185.0543037,225.2428646,1,200.9428045,117.7618296,351.4162535,298.1430448,41.1231786,25.23467778,139.2580366,15.88850082,1038.36026,464.5049946,199.0735691,5.607706173,171.969656,728.0671848,284.1237794,19.6269716,21.496207,625.2592383,189.7273922,93.46176955,486.9358193,135.5195658,14.95388313,227.1121,76.63865103,557.0321465,1
1,389.1091962,106.6912312,40.79370606,59.62157039,3.137977389,269.8660554,963.3590584,1139.085792,210.2444851,9.413932167,182.0026886,367.1433545,420.4889701,43.93168344,18.82786433,18.82786433,696.6309803,21.96584172,7389.936751,12.55190956,197.6925755,310.6597615,1,106.6912312,84.7253895,241.6242589,232.2103268,72.17347994,31.37977389,122.3811182,18.82786433,668.3891838,197.6925755,232.2103268,1,134.9330277,737.4246864,197.6925755,18.82786433,21.96584172,31979.12757,178.8647112,109.8292086,301.2458293,97.27729906,9.413932167,84.7253895,84.7253895,93900.83538,1
1,307.8441086,127.2350431,17.79134077,60.92186387,1,169.2873031,1766.734052,1492.85523,163.8959877,1,286.8179786,382.2442609,314.313687,29.11310309,1,11.32176231,1659.986007,8.086973079,55.53054848,17.79134077,135.3220162,311.6180293,1,68.46970541,69.54796848,236.6787455,191.9308278,19.40873539,8.086973079,111.6002285,29.65223462,222.1221939,100.8175977,347.2007109,1,97.58280849,814.0886233,267.4092432,24.80005078,169.2873031,73.32188925,168.2090401,50.13923309,516.488014,96.50454542,8.626104618,38.81747078,78.71320464,75.47841541,1
1,215.9605658,166.6247469,53.05927695,85.63953473,1,135.9062182,1560.128915,864.7731278,221.5457529,1,114.4963345,541.7631436,976.4768688,28.85679974,1,26.06420622,1617.842515,21.40988368,774.4792706,22.34074819,209.4445143,186.1729016,1,187.1037661,430.0594027,506.3902923,353.728513,40.02717384,16.75556114,301.6001006,15.82469663,2729.294737,819.160767,176.8642565,3.723458032,159.1778309,610.6471172,277.3976234,30.71852876,14.89383213,3507.497466,168.4864759,149.8691858,876.8743664,128.4593021,14.89383213,147.0765922,88.43212825,4615.22623,1
1,385.8834067,118.4626872,26.97665153,70.37387356,1,150.1309303,1189.318463,1267.902622,173.5888881,1,290.8786774,376.5002236,356.5609594,29.32244732,3.518693678,12.90187682,836.2761975,8.210285249,6337.167314,12.90187682,118.4626872,313.1637373,1,92.65893352,96.1776272,315.5095331,220.5048038,36.35983467,24.63085575,134.8832577,16.4205705,1243.271766,486.7526255,248.6543532,1.172897893,145.4393387,764.729426,222.8505996,32.841141,26.97665153,33031.15045,179.4533776,79.7570567,307.2992479,95.00472931,4.691591571,64.5093841,96.1776272,106454.5585,1
1,218.8757784,160.1530086,30.69599332,81.41111271,1,84.74763372,1813.732823,1458.059683,128.7897111,1.334608405,113.4417144,391.0402627,330.9828845,21.35373448,1,9.342258836,960.2507475,2.66921681,28.69408071,4.671129418,157.4837918,208.8662154,1,63.39389924,68.73233286,80.74380851,188.1797851,22.68834289,7.340346228,64.06120345,34.03251433,121.4493649,28.69408071,465.7783334,1,86.08224213,806.7707809,208.1989112,18.01721347,154.814575,10.00956304,167.4933548,24.02295129,439.0861653,124.1185817,7.340346228,58.05546562,32.69790593,24.02295129,1
