HES5,KLHL21,LZIC,CASZ1,EIF2B3,NHLH2,FCRLA,ARID4B,GHITM,FBXW4,MIR3663HG,NLRP6,PHF21A,SF1,TMEM134,TRIM29,PABPN1,SPTB,MIR4537,HBA1,SNX29P1,KIAA0556,KAT8,CLEC18C,CTDNEP1,NFIX,JUND,MAU2,ERCC2,TMEM160,MED25,ZNF582,MIR663AHG,MIR663A,HSPA13,DGCR10,SELO,VHL,PXK,ZBTB20-AS1,LOC101243545,MAP1B,RBM22,LOC202181,NT5C3A,RALA,TAS2R5,SCRIB,KANTR,MIR6087,Results
1,395.5771264,116.0525955,28.70117952,56.15448167,1,134.770756,1682.138695,1250.373125,127.2834918,1,124.787737,379.3547206,376.8589659,32.44481163,1,8.735141593,1255.364635,2.495754741,5580.507601,8.735141593,178.446464,248.3275967,1.24787737,82.35990645,141.0101429,254.5669836,274.5330215,22.46179267,14.97452845,182.1900961,31.19693426,457.970995,122.2919823,331.9353805,1,103.5738218,616.451421,260.8063704,38.68419849,28.70117952,3573.920789,278.2766536,51.16297219,682.5889217,163.4719355,8.735141593,62.39386852,37.43632111,142139.4719,1
1,434.4496898,162.0643787,48.81457189,80.0558979,1,45.88569758,1495.678483,1286.752115,110.3209325,1,228.4521964,433.4733984,410.0424039,40.02794895,1,14.64437157,868.8993796,1.952582876,4231.247091,12.69178869,228.4521964,239.1914023,1,166.9458359,213.8078249,290.9348485,260.6698139,11.71549725,18.54953732,181.5902074,37.09907464,1430.266956,467.6435987,471.5487645,1.952582876,108.3683496,660.9493034,219.6655735,19.52582876,45.88569758,3026.503457,261.6461053,45.88569758,587.7274456,192.3294132,12.69178869,40.02794895,47.83828045,163617.6584,1
1,390.4524853,126.4936977,37.43180851,56.14771276,1,78.73587306,1869.008921,1026.147854,146.500354,1,198.1304347,462.7345982,504.0386628,32.26880044,1,9.035264122,860.2862196,4.517632061,212.3287069,12.26214417,237.4983712,232.9807391,1,92.93414525,92.93414525,238.7891232,252.3420194,19.36128026,14.8436482,152.3087381,21.9427843,373.672709,100.6786574,274.9301797,1,107.7777935,725.4026338,296.227588,30.33267241,15.48902421,192.3220506,223.945475,64.53760087,469.8337343,146.500354,9.680640131,93.57952126,41.94944057,223.945475,1
1.461278391,293.7169567,153.4342311,35.55777419,66.7317132,2.922556783,216.2692019,1769.608132,1434.488287,114.9539001,1,226.0110579,293.2298639,278.6170799,49.19637251,3.896742377,12.66441272,1127.132733,14.12569112,559.1825311,15.58696951,120.3119209,253.7753473,1,64.78334202,129.0795912,246.4689553,189.9661909,27.27719664,20.94499028,121.2861065,47.73509412,314.1748541,174.8663142,467.1219924,1,119.3377353,748.1745364,271.7977808,31.17393901,56.50276446,141.744004,205.0660676,64.78334202,436.4351462,194.350026,6.332206362,56.01567167,73.06391957,385.2904025,1
1,271.041918,152.0992511,17.89402954,86.83867275,1,174.7299355,1740.45752,1310.474516,136.8366965,1,96.8382775,267.3578531,285.2518826,44.73507384,2.631474932,9.999604741,419.9833991,14.73625962,381.5638651,15.26255461,125.2582068,232.096089,1,56.31356354,91.04903264,145.7837112,174.2036405,24.20956937,9.473309755,89.47014769,51.05061368,167.8881007,41.57730392,524.7161014,3.157769918,98.94345744,741.0233408,253.6741834,21.57809444,40.52471395,146.3100062,204.7287497,45.78766382,479.9810276,228.4120241,11.5784897,42.10359891,75.78647804,57.36615352,0
1,298.4043093,213.1459352,26.23334587,68.86253291,1,127.8875611,1685.492472,1465.788201,163.9584117,1,147.5625705,341.0334963,245.9376175,39.35001881,1,6.558336468,721.4170115,3.279168234,28335.29271,9.837504702,98.37504702,295.1251411,1,111.49172,144.2834023,216.4251034,177.0750846,9.837504702,22.95417764,213.1459352,19.6750094,780.4420397,324.6376552,396.7793563,1,111.49172,590.2502821,200.0292623,13.11667294,16.39584117,111219.549,203.3084305,42.62918704,960.7962925,118.0500564,1,32.79168234,59.02502821,286107.4284,0
1,343.6369211,112.5707155,21.06586489,60.56436157,1,153.3858287,1290.284225,974.9545596,167.8686109,1,101.3794748,377.2106432,346.2701542,28.30725595,1,5.266466223,279.1227098,6.583082779,48.05650429,20.40755661,159.9689115,277.147785,1,66.48913607,39.49849667,122.4453397,236.3326718,20.40755661,11.849549,79.65530163,25.01571456,72.41391057,26.33233112,301.5051913,1.974924834,111.254099,861.7255358,246.8656042,30.94048906,50.6897374,73.73052712,169.1852274,64.51421123,398.2765081,111.254099,9.216315891,59.90605329,65.17251951,30.28218078,0
1,271.0089456,129.612974,23.56599527,69.71606935,1,111.9384775,1251.943499,1168.480599,160.0523846,1,42.22240819,345.6345973,374.1101749,16.69257998,1.963832939,5.891498818,763.9310134,6.873415288,51.05965642,19.63832939,156.1247187,262.1716974,1,88.37248227,108.0108117,119.7938093,227.804621,33.38515997,8.837248227,106.0469787,24.54791174,91.31823168,35.34899291,239.5876186,1,67.75223641,830.7013333,229.7684539,32.4032435,105.0650623,127.6491411,161.034301,74.62565169,377.0559243,100.1554799,19.63832939,49.09582348,81.49906698,45.1681576,0
1,379.5967467,109.0795249,23.99749548,73.08328168,1,209.4326878,1411.489052,1479.118358,143.9849729,1,125.4414536,370.8703847,328.3293699,17.45272398,1.090795249,13.08954299,736.2867931,1.090795249,47.99499096,15.27113349,159.2561064,293.423922,1,70.90169118,38.17783371,97.08077716,209.4326878,20.72510973,3.272385747,83.99123417,32.72385747,70.90169118,26.17908598,289.060741,3.272385747,76.35566743,921.7219854,245.428931,28.36067647,68.72010069,6.544771494,193.0707591,53.4489672,413.4113994,98.17157241,2.181590498,59.99373869,53.4489672,20.72510973,0
1,205.7270191,149.0039315,15.23903845,64.34260679,1,214.1931516,1434.162841,1363.893941,110.9063354,1,71.96212602,244.6712285,256.5238139,25.39839742,1.693226495,3.386452989,692.5296363,6.772905978,31.32469015,11.85258546,104.9800427,284.4620511,1,64.34260679,76.19519225,111.7529486,154.083611,16.93226495,8.466132473,80.42825849,32.1713034,75.34857901,17.77887819,377.5895083,1.693226495,96.51391019,887.2506831,180.3286217,28.78485041,99.05374993,82.96809823,160.0099037,63.49599354,424.1532369,104.1334294,6.772905978,40.63743587,81.27487174,16.0856517,0
1,485.1479808,116.894987,59.46103386,54.05548533,1,122.3005356,1353.414214,1086.515255,167.5720045,1,197.3025214,428.3897212,522.9868206,43.92008183,1,20.270807,1714.234578,5.405548533,207.4379249,11.48679063,229.7358126,291.2239272,3.378467833,88.51585723,95.27279289,170.9504724,325.6842991,30.4062105,10.81109707,155.4095203,27.02774266,185.1400372,51.35271106,220.2761027,1,127.0303905,622.9894684,322.3058313,36.4874526,27.02774266,213.519167,207.4379249,73.65059876,303.3864114,143.9227297,13.51387133,87.84016366,65.54227596,231.7628933,0
1,296.9448023,145.0195546,28.77372115,61.00028885,4.603795385,161.1328385,1587.158459,1440.987955,100.1325496,2.301897692,149.62335,372.9074262,360.2469888,21.86802808,9.207590769,4.603795385,590.4367581,5.754744231,47.18890269,14.962335,140.4157592,267.0201323,2.301897692,77.11357269,72.50977731,118.5477312,149.62335,31.07561885,13.81138615,105.8872938,29.92467,47.18890269,19.56613038,395.9264031,2.301897692,94.37780539,676.7579215,252.0577973,29.92467,115.0948846,19.56613038,172.6423269,44.887005,557.0592415,112.7929869,11.50948846,41.43415846,59.84934,28.77372115,0
1.127342836,198.4123391,135.2811403,19.16482821,87.36906978,1,329.7477795,1385.504345,1178.073263,165.1557254,1,94.69679821,211.3767817,254.7794809,28.1835709,2.254685672,7.891399851,278.4536804,11.27342836,38.32965642,20.85584246,96.95148388,223.7775529,1,57.49448463,45.65738485,100.8971838,148.8092543,25.92888522,10.70975694,43.9663706,41.14801351,197.8486677,71.58627007,508.431619,1,111.6069407,851.7075125,190.5209393,27.05622806,113.8616264,11.83709978,146.5545687,76.09564142,355.6766647,142.0451973,6.764057015,63.13119881,79.47766992,38.89332784,0
4.169099776,229.3004877,118.1244936,34.74249813,79.21289574,6.948499626,118.1244936,1335.501628,1267.406332,93.10989499,5.558799701,70.87469619,398.8438785,326.5794824,16.6763991,20.84549888,9.727899476,366.8807803,2.77939985,30.57339835,8.338199551,159.8154914,312.6824832,1.389699925,63.92619656,79.21289574,59.75709678,175.1021906,45.86009753,11.1175994,77.82319581,31.96309828,23.62489873,9.727899476,287.6678845,1.389699925,77.82319581,730.9821607,230.6901876,25.01459865,119.5141936,58.36739686,145.9184921,61.14679671,332.1382821,90.33049514,6.948499626,40.30129783,80.60259566,31.96309828,0
1,294.0515912,148.7555108,13.83772194,60.54003348,3.459430485,135.7826465,1528.203417,1497.9334,102.0531993,1,166.9175209,494.6985593,345.9430485,15.56743718,1,6.91886097,725.6155442,5.189145727,51.02659965,12.97286432,183.3498157,269.8355778,1,97.7289112,112.4314908,141.8366499,223.1332663,29.40515912,6.054003348,106.3774874,23.35115577,53.62117251,9.513433833,300.1055946,1,104.6477722,812.9661639,253.403283,25.08087101,69.1886097,116.7557789,212.7549748,73.5128978,461.8339697,107.242345,6.054003348,37.18887771,70.05346732,36.32402009,0
4.798473421,364.68398,118.7622172,73.17671967,62.38015448,5.998091776,160.7488596,1260.798891,1212.814157,125.9599273,2.399236711,251.9198546,433.0622263,428.2637528,53.98282599,15.59503862,15.59503862,1710.655775,10.7965652,1233.207669,17.99427533,171.5454248,239.9236711,2.399236711,91.170995,286.7087869,334.6935211,284.3095502,44.38587915,14.39542026,219.530159,31.19007724,530.231313,203.9351204,249.5206179,2.399236711,109.1652703,705.3755929,283.1099318,33.58931395,29.99045888,407.8702408,155.9503862,41.98664244,346.6897047,110.3648887,15.59503862,89.97137665,70.77748296,470.2503953,0
1,500.095314,124.3391416,33.96047039,59.70469795,1,30.67397326,1557.799642,1178.756972,141.3193768,1,187.8780862,401.5004,436.0086199,37.24696753,1,15.88473615,1191.902961,2.738747612,1417.575764,5.477495225,179.6618434,331.9362106,1,100.7859121,160.4906101,311.6694783,323.1722183,20.26673233,12.05048949,176.3753462,24.10097899,203.2150728,136.3896311,299.0712393,1,132.0076349,795.3323066,329.197463,31.7694723,36.69921801,285.9252507,238.8187918,72.30293697,376.3039219,102.9769102,10.40724093,56.96595034,55.32270177,449.7023579,0
1,399.5032196,106.7902837,30.73101689,66.07168632,1,186.6909276,1259.971693,1021.806312,167.4840421,1,163.6426649,265.0550207,409.4908001,36.10894485,2.304826267,9.219305067,619.9982658,15.36550845,292.7129359,18.43861013,166.7157666,273.5060503,1.536550845,66.07168632,96.80270321,208.9709149,219.7267708,29.96274147,23.04826267,129.0702709,35.34066942,766.7388714,254.2991648,298.8591393,1,127.5337201,785.945757,255.8357156,38.41377111,31.49929231,198.9833344,167.4840421,66.83996174,310.3832706,162.1061141,9.98758049,106.0220083,71.44961427,656.1072106,0
1,263.1726205,134.9603182,21.59365091,70.17936547,1.349603182,153.8547628,1311.814293,1965.022233,176.7980169,1,93.12261957,306.3599223,267.2214301,21.59365091,1.349603182,9.447222275,1545.295644,5.398412729,53.98412729,13.49603182,121.4642864,268.5710332,1,85.02500048,157.9035723,167.3507946,190.2940487,43.18730183,6.748015911,107.9682546,29.69127001,85.02500048,26.99206364,333.351986,2.699206364,103.919445,917.7301639,201.0908741,33.74007955,98.5210323,24.29285728,168.7003978,66.13055593,460.2146851,102.5698418,6.748015911,48.58571456,47.23611138,52.6345241,0
1,513.7115232,108.3534663,63.85114977,65.7860331,1,180.911591,995.4974714,947.1253883,204.1301909,1,295.0697073,508.8743148,792.3347222,32.89301655,1,22.25115825,2172.873976,35.79534154,511.7766398,21.28371659,292.1673823,233.1534408,1,155.7581078,296.0371489,562.0836063,449.8603734,44.50231651,19.34883326,314.4185405,14.51162495,2354.753008,509.8417565,153.8232244,3.869766653,169.3022911,730.4184557,240.8929741,35.79534154,22.25115825,628.8370811,195.423216,89.00463301,327.9627238,113.1906746,18.3813916,148.0185745,79.33021638,1831.367068,0
1,521.7995636,98.15316826,45.46801177,54.85029991,1,116.1960301,1449.924375,1341.667204,176.8200458,1,370.2395244,762.130483,552.1115715,23.09486312,1,10.82571709,1556.016403,7.217144725,43.30286835,15.8777184,233.1137746,328.380085,1.443428945,170.3246155,115.4743156,230.2269167,337.7623731,32.47715126,7.938859198,178.9851892,23.09486312,163.8291853,31.75543679,256.9303522,2.165143418,134.2388919,814.093925,272.8080706,18.04286181,237.4440615,2.165143418,204.9669102,47.63315519,444.5761151,91.65773801,7.938859198,79.38859198,68.56287489,412.8206783,0
1.383920201,329.373008,143.927701,23.52664343,73.34777068,12.45528181,132.8563393,1619.186636,1460.035813,105.1779353,1.383920201,73.34777068,482.9881503,274.0161999,27.67840403,12.45528181,9.68744141,816.5129189,4.151760604,55.35680806,9.68744141,163.3025838,370.890614,1.383920201,47.05328685,154.9990626,102.4100949,211.7397908,38.74976564,12.45528181,99.64225451,27.67840403,26.29448383,2.767840403,296.1589231,1.383920201,71.96385048,679.5048189,318.3016463,26.29448383,287.8554019,65.04424947,181.2935464,31.83016463,524.5057564,98.2583343,9.68744141,40.13368584,55.35680806,27.67840403,0
1,320.9684808,132.9351746,21.86433793,71.7150284,1,141.6809098,1488.524126,1265.507879,167.9181153,1,164.4198212,311.3481721,331.463363,27.11177903,1,10.49488221,801.1093417,4.372867586,37.60666124,13.11860276,116.3182778,277.2398049,1,75.21332247,37.60666124,152.175792,139.0571892,29.73549958,7.871161654,83.08448413,31.48464662,72.58960192,31.48464662,280.738099,2.623720551,88.33192523,790.6144595,244.0060113,29.73549958,289.4838342,6.996588137,152.175792,40.23038179,382.188627,92.70479282,7.871161654,73.46417544,81.33533709,18.36604386,0
1,414.8111878,95.55065752,41.70862035,62.9420998,1,161.5261115,1124.616072,1237.608516,137.2592779,1,189.5846379,393.5777084,423.1529119,21.23347945,1,13.65009393,941.0981427,5.308369862,21.23347945,18.95846379,178.2095597,285.893634,1,100.8590274,70.52548531,153.1843875,252.5267377,29.57520352,11.37507828,126.6425381,14.40843248,152.4260489,50.80868297,207.0264246,1,148.6343561,780.3303697,272.2435401,33.36689628,244.9433522,23.5084951,163.0427886,57.63372993,348.0773953,74.31717807,12.13341683,110.7174286,76.59219373,37.91692759,0
1,292.6605965,160.4548444,17.51443724,72.8826582,1,233.9024844,1586.469025,1557.654951,176.2743361,1.129963693,162.7147718,290.9656509,237.2923755,40.67869295,1.129963693,9.60469139,522.608208,4.519854772,27.11912863,13.55956432,123.7310244,231.6425571,1,65.53789419,53.67327542,134.4656795,165.539681,18.07941909,14.12454616,66.66785789,41.24367479,192.0938278,60.45305757,583.6262474,1,111.3014238,892.1063356,227.1227023,15.8194917,385.8826012,5.649818465,179.6642272,33.33392894,471.7598418,136.160625,10.16967324,63.27796681,58.19313019,29.37905602,0
1,154.2903961,133.1547254,10.56783535,120.473323,1,137.9102513,1351.09775,1429.828123,214.5270576,1,20.07888717,146.8929114,173.3124998,40.15777434,1.056783535,10.03944358,380.9704644,3.698742373,31.70350605,14.26657772,67.63414625,253.0996567,1,53.89596029,32.76028959,110.9622712,107.7919206,20.07888717,15.85175303,33.81707313,66.04897095,155.8755714,56.00952736,610.8208833,1,122.0584983,914.1177579,150.5916538,14.79496949,170.1421492,48.61204262,154.8187879,33.81707313,517.2955405,131.5695501,5.283917676,48.61204262,63.93540388,20.07888717,0
1.016546308,294.7984292,151.4653998,16.26474092,88.43952876,1.016546308,190.0941595,2319.758674,1363.188598,72.17478784,1,127.0682884,361.8904855,268.3682252,23.38056507,1,10.16546308,226.6898266,5.082731538,102.6711771,8.13237046,114.8697328,232.7891044,1,55.91004692,40.6618523,153.4984924,158.581224,8.13237046,10.16546308,68.10860261,31.51293553,312.0797164,87.42298245,488.9587739,1,63.02587107,920.9909547,351.7250224,22.36401877,37.61221338,16.26474092,207.3754467,36.59566707,510.3062464,235.8387434,3.049638923,28.46329661,51.84386169,497.0911444,0
1,271.4700958,129.8969813,18.48721083,72.48932666,1,161.5198419,1307.240408,1224.047959,148.3841922,1,89.51702084,311.8500563,371.6902387,21.89274966,1.459516644,4.86505548,740.9479497,1,42.81248823,18.97371637,130.8699924,267.5780514,1,95.35508742,86.111482,114.3288038,167.3579085,19.94672747,5.838066576,77.35438214,23.83877185,65.67824899,24.3252774,326.4452227,1,80.27341543,792.0310322,243.7392796,34.05538836,127.4644536,69.08378782,159.0873142,76.38137104,323.0396839,127.9509591,20.43323302,33.56888281,98.76062625,16.54118863,0
1,390.9959465,129.9553001,20.34082959,77.97318008,1,44.07179744,1559.463602,1417.077795,155.9463602,1,117.5247932,406.8165917,349.1842412,20.34082959,1.130046088,11.30046088,471.2292188,1,32.77133656,4.520184353,141.255761,294.942029,1.130046088,66.6727192,48.59198179,87.01354879,171.7670054,21.47087568,5.650230441,74.58304182,24.86101394,28.2511522,10.17041479,298.3321673,1.130046088,87.01354879,857.7049809,245.2200011,31.64129047,186.4576045,14.69059915,157.0764063,59.89244267,474.619357,91.53373314,10.17041479,49.72202788,81.36331835,12.43050697,0
1,256.4876732,144.7770141,24.12950235,76.85693342,1,182.3117956,1618.464028,1456.706994,124.2222529,1,134.0527909,364.6235911,238.6139677,27.70424344,1,10.72422327,580.895427,7.149482179,49.15268998,13.40527909,101.880121,294.0224546,1,77.7506187,87.58115669,142.0959583,142.9896436,22.34213181,8.043167451,94.73063887,21.44844654,84.90010087,35.74741089,417.3510222,1,97.41169469,840.9578413,252.0192468,33.96004035,165.3317754,6.255796907,164.4380901,40.21583726,601.4501883,89.36852724,5.362111634,38.42846671,54.51480161,30.38529926,0
1,283.3986089,124.3483692,20.24275778,62.65615502,1,113.7450199,1476.757377,1372.651765,125.31231,1,166.7617664,475.2228373,333.5235329,12.531231,1.927881693,5.783645079,921.5274492,4.819704232,36.62975217,4.819704232,147.4829495,317.1365385,1,83.86285364,91.57438042,134.9517185,194.716051,21.20669862,9.639408465,83.86285364,26.9903437,81.93497195,30.84610709,337.3792963,1,97.3580255,879.114052,274.7231412,26.02640286,132.059896,13.49517185,168.6896481,45.30521978,498.3574176,105.0695523,7.711526772,36.62975217,65.54797756,15.42305354,0
1.39822322,485.1834573,118.8489737,88.08806285,57.32715201,11.18578576,192.9548043,1333.904952,1326.913836,104.8667415,1,152.406331,244.6890635,269.8570814,40.54847337,18.17690186,6.991116099,924.2255483,15.38045542,583.0590827,20.9733483,144.0169916,296.4233226,2.79644644,69.91116099,152.406331,336.971796,208.3352597,39.15025015,22.37157152,170.5832328,33.55735727,542.5106093,283.8393136,327.1842334,1,131.4329827,757.8369851,233.5032777,27.9644644,26.56624118,241.892617,205.5388133,55.92892879,315.9984477,139.822322,15.38045542,118.8489737,82.49516997,458.6172161,0
1,389.3816167,134.896334,23.91778972,81.32048505,1.913423178,114.8053907,1428.370402,1369.054284,125.3292181,1,123.415795,403.7322905,346.3295952,31.57148243,2.870134767,6.696981122,392.2517514,3.826846355,47.83557944,3.826846355,224.8272234,253.528571,1.913423178,86.104043,69.83994598,118.632237,180.8184903,20.09094337,3.826846355,78.45035028,30.61477084,72.71008075,17.2208086,261.1822638,1,97.58458206,860.0837184,329.1087866,38.26846355,177.9483555,8.6104043,184.6453366,66.01309963,323.368517,93.75773571,16.26409701,44.96544468,65.05638804,25.8312129,0
1,302.6081069,112.8025756,31.74683265,72.95016863,1.350929049,270.1858098,1444.818618,1110.463678,157.3832342,1,103.3460722,379.6110627,410.0069663,16.88661311,2.026393573,7.430109768,982.800883,2.701858098,27.01858098,9.456503341,183.7263506,235.737119,1,82.40667198,77.00295578,88.4858527,181.0244925,22.96579383,4.728251671,108.0743239,25.66765193,29.04497455,10.13196787,296.5289262,1,76.32749126,851.7607653,208.718538,47.28251671,156.0323051,10.13196787,176.2962409,67.54645244,376.9092046,88.4858527,13.50929049,54.03716195,68.89738149,14.18475501,0
1.352126896,594.9358343,143.325451,37.85955309,44.62018757,1,177.1286234,1575.227834,1677.989478,136.5648165,1,302.8764247,309.6370592,321.8062013,55.43720274,1.352126896,16.22552275,2309.432738,12.16914206,1083.053644,13.52126896,139.2690703,333.9753433,2.704253792,79.77548687,246.0870951,617.9219915,247.439222,27.04253792,32.45104551,221.748811,24.33828413,1135.786593,400.2295612,343.4402316,1.352126896,132.5084358,807.2197569,274.4817599,22.98615723,36.50742619,493.5263171,196.0583999,52.73294895,635.4996411,154.1424662,1.352126896,48.67656826,58.14145653,3222.118393,0
1,355.3619255,118.4539752,29.29956983,74.50462043,1,183.3315941,1407.216482,1191.655362,161.1476341,1,129.3366725,344.8977934,465.8631603,26.78817813,1,13.39408907,2146.402773,10.0455668,601.0597468,15.0683502,145.6607186,272.4859994,1,89.57297063,246.5349519,336.5264878,234.3965587,25.95104757,23.85822115,215.5611209,25.53248228,744.2090737,250.3020394,262.8589979,2.092826417,120.1282363,857.2217002,211.3754681,33.90378795,38.08944078,407.2640207,179.1459413,87.8987095,406.4268901,139.8008046,7.952740383,97.10714573,70.73753288,462.0960728,0
1,263.006635,203.61804,25.452255,76.35676499,1,197.9619833,1238.67641,1343.313458,144.229445,1,186.64987,251.6945216,260.1786066,36.76436833,5.656056666,5.656056666,1066.166681,8.484084999,29880.94736,16.96817,98.98099165,274.3187483,1,87.66887832,175.3377566,339.3633999,172.5097283,28.28028333,42.42042499,101.80902,39.59239666,3003.366089,1071.822738,345.0194566,2.828028333,135.74536,967.1856898,254.52255,8.484084999,56.56056666,138743.07,144.229445,87.66887832,415.7201649,180.9938133,5.656056666,50.90450999,65.04465166,431582.5758,0
6.066065,214.9120171,143.8523986,43.32903571,97.05704,6.066065,112.6554929,1743.560397,1381.329659,91.85755571,1.733161429,108.3225893,225.3109857,279.03899,63.26039214,17.33161429,13.86529143,419.4250657,11.26554929,704.5301207,10.39896857,116.1218157,198.4469836,1,62.39381143,144.7189793,158.5842707,150.7850443,39.86271286,8.665807143,99.65678214,45.92877786,220.9780821,76.25910286,635.2036636,1,111.7889121,485.2852,207.1127907,19.06477571,49.39510071,240.9094386,181.98195,45.06219714,857.0483264,180.2487886,2.599742143,87.52465214,71.05961857,322.3680257,0
1,388.4275862,81.44449389,37.58976641,37.58976641,1,112.7692992,1252.992214,952.2740824,125.2992214,1,125.2992214,739.2654061,613.9661847,50.11968855,12.52992214,6.264961068,801.9150168,12.52992214,79214.16775,6.264961068,162.8889878,231.8035595,1,162.8889878,294.4531702,338.3078977,344.5728588,50.11968855,6.264961068,306.9830924,31.32480534,1547.445384,751.7953282,175.4189099,1,87.70945496,576.3764183,325.7779756,18.79488321,43.85472748,293187.6481,250.5984427,144.0941046,332.0429366,106.5043382,18.79488321,50.11968855,56.38464962,1100766.19,0
1,95.68287945,278.1479054,6.675549729,137.9613611,1,411.1026042,1125.386425,2041.605625,263.6842143,1,5.006662297,134.0672904,111.815458,30.59626959,1,8.900732972,42.83477743,2.781479054,8.344437161,12.23850784,32.26515702,270.359764,1,30.03997378,10.01332459,110.1465705,51.17921459,31.70886121,12.79480365,5.006662297,36.71552351,38.38441094,27.81479054,745.4363864,1,67.3117931,757.1185984,134.6235862,8.344437161,346.0159943,12.23850784,185.246505,23.36442405,908.9873548,146.3057982,1,60.07994756,10.01332459,5.006662297,0
1,244.442212,130.8176975,11.2129455,79.98567792,1,159.2238261,1474.876099,1334.340515,127.080049,1,27.65859891,252.6650387,275.0909297,18.68824251,1.4950594,8.970356403,530.7460872,2.242589101,46.34684141,8.970356403,103.9066283,282.5662267,1,66.53014332,82.97579673,138.2929945,154.7386479,20.93083161,8.222826703,81.48073732,38.12401471,101.6640392,50.83201962,353.5815482,1,67.27767302,868.6295117,190.6200736,32.14377711,205.5706676,5.232707902,169.689242,52.32707902,423.1018103,100.9165095,9.717886103,47.84190081,65.78261362,44.85178201,0
1,296.915885,156.0879395,21.36399172,69.32397314,1.307999493,141.2639453,1657.235358,1236.495521,160.011938,1,85.01996706,378.8838532,341.3878677,17.00399341,1.307999493,3.051998818,586.8557726,3.487998649,34.44398665,9.591996284,164.3719363,270.3198953,1.307999493,70.63197263,36.18798598,70.1959728,177.4519312,27.03198953,6.975997297,73.24797162,29.21198868,17.00399341,2.179999155,291.2478872,1,87.19996621,858.0476675,224.1039132,35.31598632,72.37597196,39.2399848,178.7599307,55.37197855,380.6278525,116.8479547,6.539997466,40.98398412,55.37197855,13.07999493,0
1,261.9596565,122.0649708,13.25799308,69.49017065,1,165.9534996,1756.91267,1325.799308,142.6377187,1,115.2073882,299.904947,309.9627349,27.88750269,1,5.943238279,464.0297579,2.743033052,30.63053575,13.25799308,105.1496003,232.2434651,1,64.46127672,39.31680708,91.89160724,149.9524735,23.77295312,8.229099156,90.06291854,37.0309462,47.54590623,19.65840354,383.1102829,1,102.8637394,885.9996758,203.441618,25.60164182,103.7780838,38.40246273,173.7254266,54.40348886,546.3207495,128.9225534,3.657377403,51.20328364,59.88955497,10.05778786,0
1,392.8524391,112.0301632,32.86218121,65.72436243,13.44361959,120.9925763,1623.690499,1109.845484,95.59907262,4.481206529,103.0677502,395.8399101,333.1030187,26.88723918,16.43109061,7.468677549,763.2988455,7.468677549,222.5665909,16.43109061,129.9549893,256.9225077,1,61.2431559,92.6116016,110.5364277,197.1730873,38.83712325,8.962413058,97.09280813,38.83712325,25.39350367,11.94988408,333.1030187,2.987471019,100.0802792,758.8176389,318.1656636,32.86218121,28.38097468,61.2431559,198.6668228,44.81206529,427.2083558,170.2858481,10.45614857,65.72436243,80.66171753,128.4612538,0
1,301.6493863,121.3338314,18.95841115,71.62066435,1,124.7042156,1754.284979,1355.315748,141.9774346,1,112.9078709,407.8164888,330.2976521,26.96307364,1,7.583364461,805.1005269,2.106490128,46.34278282,12.21764274,157.5654616,267.1029482,1,67.4076841,76.25494263,107.8522946,165.5701241,16.430623,5.898172358,100.6902281,31.59735192,65.30119397,27.80566969,333.2467383,1,95.63465181,826.1654282,234.2417022,28.64826574,159.2506537,63.61600187,172.3108925,56.03263741,625.20627,101.1115261,13.48153682,57.71782951,76.67624066,23.17139141,0
1,113.8434263,337.6711797,7.718198392,175.5890134,1,523.8727159,1037.132909,2311.600418,329.9529813,1,6.753423593,98.4070295,74.28765953,44.37964076,1,11.57729759,57.88648794,1,5.788648794,13.50684719,24.11936998,298.1154129,1,33.76711797,6.753423593,124.4559491,65.60468633,33.76711797,37.62621716,5.788648794,49.20351475,148.5753191,140.8571207,776.6437132,1,69.46378553,577.9001046,92.61838071,9.64774799,359.861,78.14675872,129.2798231,16.40117158,967.6691234,179.4481126,1,62.71036194,13.50684719,27.01369437,0
1,247.5193664,126.1095506,19.58222835,65.01299813,1,166.0572964,1537.59657,1359.789937,129.2427071,1,53.26366112,265.5350165,256.918836,20.36551749,1.566578268,6.266313073,346.9970864,3.916445671,29.7649871,5.483023939,122.1931049,267.1015947,1,54.04695025,38.38116757,86.94509389,158.2244051,31.33156537,7.049602207,54.04695025,34.4647219,32.1148545,4.699734805,412.0100846,1,75.97904601,854.5684453,177.8066334,21.14880662,186.4228139,17.23236095,169.9737421,35.24801104,531.8533221,128.459418,6.266313073,36.8145893,46.99734805,11.74933701,0
1,300.2199503,153.691775,24.09574439,70.98476049,1,140.015812,1867.094572,1835.835228,123.0836673,1,126.9910853,329.5255854,218.8154085,27.35192606,1,8.466072352,728.7334586,5.209890678,51.44767045,7.814836017,136.7596303,285.892751,1,64.47239714,76.8458875,110.0589406,156.2967203,24.74698072,5.209890678,77.49712384,35.81799841,64.47239714,28.65439873,432.4209263,1.30247267,101.5928682,937.7803221,184.9511191,26.04945339,73.58970583,58.61127013,188.2073007,44.28407076,551.5971756,94.42926854,8.466072352,52.09890678,51.44767045,22.79327172,0
