KLHL21,LZIC,GHITM,FBXW4,NLRP6,MIR4537,HBA1,KAT8,NFIX,JUND,ZNF582,MIR663AHG,CLIC6,PXK,LOC101243545,MAP1B,KANTR,Target
408.378948738988,119.082494113346,958.714994980326,168.195613154443,162.813353533501,12.7828665997377,422.507380243961,229.41881634266,173.577872775385,294.678714246584,22.2018209363865,956.023865169855,4.70947716832441,297.369844057055,26.2385156520931,474.31162909553,102.262932797901,1.0
253.319773095895,118.435218590289,1178.86907393111,178.749450279788,81.1500571822349,16.4493359153179,87.729791548362,279.638710560404,100.889260280616,276.34884337734,18.6425807040269,652.490324640942,2.19324478870905,233.580569997514,15.3527135209634,195.198786195105,103.082505069325,1.0
532.444640305519,122.686792118591,962.249349949734,149.148649242209,180.421753115575,4.81124674974867,258.203575569845,278.250437027131,139.526155742711,255.797952194971,23.2543592904519,230.137969529645,10.4243679577888,304.712294150749,21.650610373869,212.496731447233,83.3949436623103,1.0
391.074568302839,132.363700040961,1472.84698954669,105.890960032769,409.12416376297,2.40661272801747,93.8578963926813,305.639816458219,57.7587054724193,175.682729145275,43.3190291043144,454.849805595302,1.20330636400873,204.562081881485,19.2529018241398,13.2363700040961,50.5388672883669,1.0
399.819591009251,139.60181250323,1269.81808652938,147.419514003411,136.251369003153,13.4017740003101,751.616158517392,217.778827505039,211.077940504884,243.465561005634,26.8035480006202,64.7752410014989,3.35044350007753,385.301002508916,33.5044350007753,293.722213506796,80.4106440018606,1.0
431.682564116025,135.18087215398,1076.96584334828,143.396284273835,197.169890876524,26.8868033013441,842.453170108783,236.75324018128,203.1447360546,289.033135489449,29.1273702431228,424.960863290689,4.48113388355735,297.248547609304,32.8616484794206,368.946689746222,79.1666986095133,1.0
338.634070799618,110.07226010695,898.707629579102,172.230712873228,122.37445388361,19.4245164894619,325.036909256995,246.043875533183,71.2232271280268,171.583228990246,29.7842586171748,380.07303931047,1.0,288.130327927017,25.2518714363004,205.899874788296,75.1081304259192,1.0
369.034674591151,80.7263350668142,1245.49202674513,230.646671619469,196.049670876549,11.5323335809735,98751.3724538757,207.582004457522,749.601682763275,380.567008172124,34.5970007429204,2387.19305126151,11.5323335809735,322.905340267257,34.5970007429204,378514.252794711,69.1940014858407,1.0
256.429302357443,158.317221455465,1167.31078073149,149.955396378592,145.495756337593,12.8214651178722,127.657196173597,234.688557157573,52.9582254868633,173.368506593837,69.1244206354848,342.834828151799,1.0,307.157707823807,82.5033407584818,134.346656235095,60.7625955586116,1.0
566.353999843062,116.866698380314,1143.94518222269,194.403257882638,171.928892809501,13.4846190438824,402.291134809159,356.218686409228,187.660948360697,311.269956262953,20.2269285658236,1415.88499960766,1.12371825365687,206.764158672864,31.4641111023923,843.912408496309,74.1654047413534,1.0
333.718505935775,109.775824320979,1144.30319272188,191.449037615787,84.3078330785116,13.1730989185174,432.077644527372,225.699094803932,121.192510050361,275.756870694299,29.8590242153062,971.29649359202,9.66027254024613,249.410672857264,25.4679912424671,251.167086046399,68.5001143762907,1.0
306.478608334039,137.276876649622,1329.138131282,150.04681866354,257.527163947352,3.19248550347958,55.336415393646,225.602308912557,62.7855482350983,218.153176071104,28.7323695313162,226.66647074705,3.19248550347958,274.553753299244,54.2722535591528,11.7057801794251,73.4271665800302,1.0
339.862643729518,155.770378376029,1940.049257956,155.770378376029,169.931321864759,28.3218869774598,165229.888626501,240.736039308409,481.472078616817,892.139439789985,42.4828304661897,2209.10718424187,1.0,368.184530706978,1.0,575118.397907788,56.6437739549197,1.0
321.629853552954,118.676256123817,982.089018068111,153.075170942315,139.315605014916,6.01981009323711,623.480331085272,272.611399936595,100.616825844106,197.793760206362,19.7793760206362,600.261063582786,1.71994574092489,276.911264288907,22.3592946320235,289.810857345844,92.0170971394815,1.0
215.046558846661,119.470310470367,1088.50727317446,169.028365184001,82.301769435142,5.30979157646077,56.6377768155816,288.498675654369,25.6639926195604,153.983955717362,42.4783326116862,467.261658728548,1.76993052548692,187.612635701614,22.1241315685866,111.505623105676,76.1070125959377,1.0
487.446120916392,116.391982193681,1090.4090963408,167.586951805187,222.28243215936,8.31371301383434,228.845889801861,227.095634430527,165.39913259102,328.610445967873,19.6903729275024,508.011621529561,3.50051074266709,226.658070587694,17.0649898705021,211.780899931359,37.6304904836712,1.0
309.147790903442,157.38432991448,1478.288527411,179.867805616548,230.455625946202,22.4834757020685,33860.1144073152,432.806907264819,50.5878203296541,275.422577350339,5.62086892551713,1382.73375567721,1.0,224.834757020685,16.8626067765514,165163.612507395,78.6921649572398,1.0
254.313731613963,138.880548470036,1011.84399599598,128.058687550293,122.647757090422,3.6072869732477,55.9129480853393,239.884583720972,97.3967482776879,120.844113603798,36.072869732477,23.44736532611,19.8400783528623,259.724662073834,367.943271271265,129.862331036917,82.9676003846971,1.0
393.753420084709,88.2422918833906,1094.50103209987,123.094289518007,120.128162059742,13.3475735621935,458.266692301978,228.391814286423,72.6701227274982,254.345429546244,28.1782108535197,1357.00331215634,5.19072305196415,267.693003108437,35.5935294991828,908.376534093727,73.4116545920645,1.0
394.359113435967,117.356197295958,1555.23392993112,118.41346033466,282.289231333521,1.05726303870232,901.845372013083,250.571340172451,51.8058888964139,182.906505695502,28.5461020449628,463.081210951618,1.05726303870232,227.311553321,24.3170498901535,5599.26505296751,48.6340997803069,1.0
235.263211604588,112.150563238029,1145.11627727251,147.566530576354,67.4589854063334,3.37294927031667,29.5133061152709,210.809329394792,64.9292734535959,94.4425795688667,37.1024419734834,86.0102063930751,1.0,193.101345725629,148.409767893933,13.4917970812667,99.5020034743417,1.0
474.051769164712,138.038063051794,1424.57702789855,126.534891130811,139.248923254002,6.05430101104358,606.640961306567,285.763007721257,97.4742462778017,278.497846508005,29.0606448530092,309.980211765431,1.0,347.516878033902,24.2172040441743,214.927685892047,78.1004830424622,1.0
330.358414304837,117.077569904736,1032.82383373326,117.077569904736,232.339983686919,3.6303122451081,1132.65742047373,235.06271787075,311.29927501802,408.410127574662,28.1349198995878,1056.42086332646,9.98335867404728,190.591392868175,31.7652321446959,861.291580151897,84.4047596987634,1.0
407.363349169635,118.476193184794,1010.2935651717,86.8284429504999,180.148732102906,8.92628852762149,624.840196933504,257.239405750546,135.517289464799,278.337905906743,19.4755386057196,835.013717720228,1.0,294.567521411509,22.7214617066729,287.264194434364,73.8447505466868,1.0
308.909622445772,118.48588258194,1156.64790139513,128.359706130435,242.613950048734,15.5160084333493,7327.7876192045,270.824874473006,167.855000324415,348.404916639752,21.1581933182036,1056.49911968896,8.46327732728142,289.161975348782,21.1581933182036,4179.44845345581,64.8851261758242,1.0
